序号|SERIAL,代码|SECURITY_CODE,名称|SECURITY_SHORT_NAME,市场简称|MARKET_SHORT_NAME,最新价|NEWEST_PRICE|2026.05.15|元,涨跌幅|CHG|2026.05.15|%,市场码|MARKET_NUM,上市板块|TRADEMARKET,是否ST|IFSTSTOCK{2026-05-15}|2026.05.15,证券类型|SECURITYTYPE,13日均线(季线)|13日JX<100>{2026-05-15}|2026.05.15|元,21日均线(季线)|21日JX<100>{2026-05-15}|2026.05.15|元,34日均线(季线)|34日JX<100>{2026-05-15}|2026.05.15|元,收盘价(季线)|NEWEST_PRICE<100>|2026.05.15|元,总市值(日线不复权)|TOAL_MARKET_VALUE<140>|2026.05.15|元,收盘价(日线不复权)|NEWEST_PRICE<140>|2026.05.15|元,市盈率(TTM)(倍)|PETTM{2026-05-15}|2026.05.15|倍,市净率(倍)|PB|2026.05.15|倍,市盈率百分位|PE_TTM_PERCENTILE{2026-05-15}|2026.05.15|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-14}|2026.05.14|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-13}|2026.05.13|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-12}|2026.05.12|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-11}|2026.05.11|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-15}|2026.05.15|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-14}|2026.05.14|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-13}|2026.05.13|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-12}|2026.05.12|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-11}|2026.05.11|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-15}|2026.05.15|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-14}|2026.05.14|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-13}|2026.05.13|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-12}|2026.05.12|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-11}|2026.05.11|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-29}|2026.04.29|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-28}|2026.04.28|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-27}|2026.04.27|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-24}|2026.04.24|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-15}|2025.07.15|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-14}|2025.07.14|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-11}|2025.07.11|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-10}|2025.07.10|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-13}|2025.06.13|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-12}|2025.06.12|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-11}|2025.06.11|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-10}|2025.06.10|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-03}|2025.06.03|%,股息率(近12个月)|DIVIDENDYIELDY{2025-05-30}|2025.05.30|%,股息率(近12个月)|DIVIDENDYIELDY{2025-05-29}|2025.05.29|%,股息率(近12个月)|DIVIDENDYIELDY{2025-05-28}|2025.05.28|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-06}|2021.08.06|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-05}|2021.08.05|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-04}|2021.08.04|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-03}|2021.08.03|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-16}|2021.07.16|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-15}|2021.07.15|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-14}|2021.07.14|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-13}|2021.07.13|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-24}|2020.07.24|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-23}|2020.07.23|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-22}|2020.07.22|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-21}|2020.07.21|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-31}|2019.05.31|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-30}|2019.05.30|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-29}|2019.05.29|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-28}|2019.05.28|%,销售毛利率|XSMLL{2025-12-31}|2025.12.31|%,销售毛利率|XSMLL{2024-12-31}|2024.12.31|%,销售毛利率|XSMLL{2023-12-31}|2023.12.31|%,加权净资产收益率ROE|ROE_WEIGHT{2025-12-31}|2025.12.31|%,加权净资产收益率ROE|ROE_WEIGHT{2024-12-31}|2024.12.31|%,加权净资产收益率ROE|ROE_WEIGHT{2023-12-31}|2023.12.31|%,营业收入同比增长率(%)|营业收入[2023-12-31至2025-12-31]同比增长率(%)|2023.12.31-2025.12.31|%,营业收入|OPERATEREVE{2025-12-31}|2025.12.31|元,营业收入|OPERATEREVE{2024-12-31}|2024.12.31|元,营业收入|OPERATEREVE{2023-12-31}|2023.12.31|元,营业收入|OPERATEREVE{2022-12-31}|2022.12.31|元,归属母公司股东的净利润同比增长率(%)|归属母公司股东的净利润[2023-12-31至2025-12-31]同比增长率(%)|2023.12.31-2025.12.31|%,归属净利润|PARENT_NETPROFIT{2025-12-31}|2025.12.31|元,归属净利润|PARENT_NETPROFIT{2024-12-31}|2024.12.31|元,归属净利润|PARENT_NETPROFIT{2023-12-31}|2023.12.31|元,归属净利润|PARENT_NETPROFIT{2022-12-31}|2022.12.31|元,经营活动产生的现金流量净额|NETOPERATECASHFLOW{2025-12-31}|2025.12.31|元,经营活动产生的现金流量净额|NETOPERATECASHFLOW{2024-12-31}|2024.12.31|元,经营活动产生的现金流量净额|NETOPERATECASHFLOW{2023-12-31}|2023.12.31|元,资产负债率|DEBT_ASSET_RATIO{2026-05-16}|截至2026.05.16最新|%,有息负债率|INTERESTDEBTRATIO{2026-05-16}|截至2026.05.16最新|%,东财行业分类二级|INDUSTRY,东财行业总分类|INDUSTRY_ALL,申万行业分类|SW_INDUSTRY,概念|STYLE_CONCEPT,主营业务|MAIN_BUSINESS,收盘价(季线不复权)|NEWEST_PRICE<170>|2026.05.15|元,涨跌幅(季线)|CHG<100>|2026.05.15|%,涨跌幅(季线)|CHG<100>{2026-03-31}|2026.03.31|%,涨跌幅(季线)|CHG<100>{2025-12-31}|2025.12.31|%,涨跌幅(季线)|CHG<100>{2025-12-29}|2025.12.29|%,涨跌幅(季线)|CHG<100>{2025-09-30}|2025.09.30|%,成交额(季线)|TRADING_VOLUMES<100>|2026.05.15|元,成交额(季线)|TRADING_VOLUMES<100>{2026-03-31}|2026.03.31|元,成交额(季线)|TRADING_VOLUMES<100>{2025-12-31}|2025.12.31|元,成交额(季线)|TRADING_VOLUMES<100>{2025-12-29}|2025.12.29|元,成交额(季线)|TRADING_VOLUMES<100>{2025-09-30}|2025.09.30|元,换手率(季线)|TURNOVER_RATE<100>|2026.05.15|%,换手率(季线)|TURNOVER_RATE<100>{2026-03-31}|2026.03.31|%,换手率(季线)|TURNOVER_RATE<100>{2025-12-31}|2025.12.31|%,换手率(季线)|TURNOVER_RATE<100>{2025-12-29}|2025.12.29|%,换手率(季线)|TURNOVER_RATE<100>{2025-09-30}|2025.09.30|%,成交量(股)(季线)|VOLUME<100>{2025-12-31}|2025.12.31|股,成交量(股)(季线)|VOLUME<100>{2025-12-29}|2025.12.29|股,成交量(股)(季线)|VOLUME<100>{2025-09-30}|2025.09.30|股,成交量(股)(季线)|VOLUME<100>{2025-06-30}|2025.06.30|股,成交量(股)(季线)|VOLUME<100>{2025-03-31}|2025.03.31|股,涨跌额|PCHG|2026.05.15|元,最高价(日线不复权)|PEAK_PRICE<140>|2026.05.15|元,最低价(日线不复权)|BOTTOM_PRICE<140>|2026.05.15|元,换手率|TURNOVER_RATE|2026.05.15|%,量比|QRR|2026.05.15,成交量(股)|VOLUME|2026.05.15|股,成交额|TRADING_VOLUMES|2026.05.15|元,市盈率(动)(倍)|PE_DYNAMIC|2026.05.15|倍,流通市值(日线不复权)|CIRCULATION_MARKET_VALUE<140>|2026.05.15|元,IN_OPTIONAL,XSMLL{2023-12-31|2025-12-31|3|四季度}
72,600016,民生银行,SH,3.61,-0.82,1,上交所主板,否,A股,3.66,3.37,3.70,3.61,1580.55亿,3.61,5.39,0.27,28.25,29.37,29.70,30.47,30.71,0.10,0.21,0.28,0.34,0.41,5.48,5.44,5.42,5.38,5.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.93|2025年报,5.18|2024年报,6.10|2023年报,4.82,1428.65亿|2025年报,1362.90亿|2024年报,1408.17亿|2023年报,1424.76亿|2022年报,-5.37,305.63亿|2025年报,322.96亿|2024年报,358.23亿|2023年报,352.69亿|2022年报,-1574.76亿|2025年报,-2316.38亿|2024年报,736.76亿|2023年报,90.90|2026一季报,-,银行Ⅱ,银行-银行Ⅱ-股份制银行Ⅲ,银行-股份制银行Ⅱ-股份制银行Ⅲ,【AH股】【HS300_】【MSCI中国】【上证180_】【互联网金融】【参股券商】【大盘价值】【大盘股】【央视50_】【富时罗素】【标准普尔】【沪股通】【破净股】【红利破净股】【红利股】【融资融券】【跨境支付】【长期破净】,主要在中国从事公司及个人银行业务、资金业务、融资租赁业务、基金及资产管理业务、投资银行业务及提供其他相关金融服务,3.61,-4.75,-1.04,-3.77,-,-12.53,179.06亿,647.04亿,997.42亿,-,1007.39亿,13.59,47.38,69.97,-,60.31,248.11亿,-,213.89亿,118.75亿,98.26亿,-0.03,3.65,3.61,0.52,1.14,1.84亿,6.68亿,3.43,1280.18亿,false,-
73,000538,云南白药,SZ,50.90,-1.17,0,深交所主板,否,A股,50.50,51.93,51.66,50.90,908.19亿,50.90,17.28,2.31,1.03,1.16,1.19,1.24,1.55,2.27,2.62,2.73,2.88,3.72,5.11,5.05,5.04,5.02,4.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.51|2025年报,27.90|2024年报,26.51|2023年报,13.02|2025年报,11.99|2024年报,10.51|2023年报,2.88,411.87亿|2025年报,400.33亿|2024年报,391.11亿|2023年报,364.88亿|2022年报,8.51,51.53亿|2025年报,47.49亿|2024年报,40.94亿|2023年报,30.01亿|2022年报,46.00亿|2025年报,42.97亿|2024年报,35.03亿|2023年报,25.31|2026一季报,2.26|2026一季报,中药Ⅱ,医药生物-中药Ⅱ-中药Ⅲ,医药生物-中药Ⅱ-中药Ⅲ,【HS300_】【MSCI中国】【中药概念】【医疗器械概念】【参股券商】【大盘价值】【大盘股】【央视50_】【富时罗素】【工业大麻】【机构重仓】【标准普尔】【深成500】【深股通】【深证100R】【特色药】【独家药品】【股权激励】【融资融券】【西部大开发】【证金持股】【超级品牌】,"自制工业品的研发、生产和销售,以及药品批发零售业务",50.90,-4.47,-3.44,0.02,-,3.72,128.74亿,268.68亿,252.55亿,-,407.78亿,13.40,26.89,25.24,-,40.09,4.48亿,-,7.11亿,4.34亿,4.36亿,-0.60,51.50,50.80,0.45,0.89,794.92万,4.06亿,11.14,902.42亿,false,
74,002352,顺丰控股,SZ,35.85,-1.05,0,深交所主板,否,A股,39.17,45.11,46.06,35.85,1806.64亿,35.85,15.84,1.84,0.00,0.00,0.00,0.03,0.10,0.48,0.81,1.09,1.65,2.71,2.52,2.49,2.46,2.44,2.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.32|2025年报,13.93|2024年报,12.82|2023年报,11.51|2025年报,11.16|2024年报,9.19|2023年报,8.37,3082.27亿|2025年报,2844.20亿|2024年报,2584.09亿|2023年报,2674.90亿|2022年报,9.31,111.17亿|2025年报,101.70亿|2024年报,82.34亿|2023年报,61.74亿|2022年报,275.55亿|2025年报,321.86亿|2024年报,265.70亿|2023年报,47.80|2026一季报,46.15|2026一季报,物流,交通运输-物流-快递,交通运输-物流-快递,【AH股】【HS300_】【MSCI中国】【REITs概念】【云计算】【人工智能】【低空经济】【军民融合】【冷链物流】【区块链】【大数据】【大盘价值】【大盘股】【富时罗素】【快递概念】【无人机】【标准普尔】【深圳特区】【深成500】【深股通】【深证100R】【破增发价股】【融资融券】【行业龙头】【跨境电商】【车联网(车路云)】,速运物流业务主要包括时效快递、经济快递、快运、冷运及医药、同城即时配送;供应链及国际业务主要包括国际快递、国际货运及代理、供应链,35.85,-5.76,-0.73,-4.98,-,-15.73,237.04亿,611.67亿,606.81亿,-,888.52亿,13.36,33.68,32.23,-,42.02,15.37亿,-,20.05亿,11.55亿,11.25亿,-0.38,36.21,35.75,0.45,0.90,2159.12万,7.75亿,17.88,1710.05亿,false,
75,601186,中国铁建,SH,6.59,-1.05,1,上交所主板,否,A股,7.83,7.39,7.56,6.59,894.89亿,6.59,5.08,0.32,22.95,24.50,27.11,27.41,28.07,0.00,0.00,0.09,0.14,0.14,4.55,4.50,4.44,4.44,4.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.72|2025年报,10.27|2024年报,10.39|2023年报,5.91|2025年报,7.69|2024年报,9.80|2023年报,-3.50,1.03万亿|2025年报,1.07万亿|2024年报,1.14万亿|2023年报,1.10万亿|2022年报,-17.34,183.63亿|2025年报,222.15亿|2024年报,260.97亿|2023年报,266.81亿|2022年报,29.57亿|2025年报,-314.24亿|2024年报,204.12亿|2023年报,79.57|2026一季报,41.43|2026一季报,基础建设,建筑装饰-基础建设-基建市政工程,建筑装饰-基础建设-基建市政工程,【AH股】【HS300_】【MSCI中国】【PPP模式】【REITs概念】【一带一路】【上证180_】【中字头】【中特估】【商业航天】【大盘价值】【大盘股】【央国企改革】【富时罗素】【工程建设】【机构重仓】【标准普尔】【沪股通】【破净股】【融资融券】【装配建筑】【证金持股】【铁路基建】【长期破净】【雅下水电概念】,工程承包、规划设计咨询、投资运营、房地产开发、工业制造、物资物流、绿色环保、产业金融,6.59,-6.52,-8.08,-2.29,-,1.82,102.05亿,434.66亿,172.73亿,-,316.57亿,12.95,51.32,18.93,-,33.48,21.77亿,-,38.51亿,19.37亿,23.90亿,-0.07,6.67,6.58,0.56,1.24,6486.23万,4.29亿,5.09,758.06亿,false,
76,600436,片仔癀,SH,135.31,-1.96,1,上交所主板,否,A股,209.24,258.46,211.86,135.31,816.35亿,135.31,42.91,5.37,40.54,43.15,42.91,44.79,46.14,23.17,24.04,23.97,24.55,24.97,2.38,2.33,2.34,2.31,2.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.43|2025年报,42.74|2024年报,46.76|2023年报,14.84|2025年报,21.36|2024年报,22.64|2023年报,-16.56,90.01亿|2025年报,107.88亿|2024年报,100.58亿|2023年报,86.94亿|2022年报,-27.49,21.59亿|2025年报,29.77亿|2024年报,27.97亿|2023年报,24.72亿|2022年报,7702.66万|2025年报,13.14亿|2024年报,22.07亿|2023年报,14.30|2026一季报,40.63|2026一季报,中药Ⅱ,医药生物-中药Ⅱ-中药Ⅲ,医药生物-中药Ⅱ-中药Ⅲ,【HS300_】【MSCI中国】【上证180_】【专精特新】【中药概念】【化妆品概念】【大盘股】【央国企改革】【富时罗素】【机构重仓】【标准普尔】【沪股通】【百元股】【茅指数】【融资融券】【行业龙头】【证金持股】,医药制造业、医药流通业及化妆品业等,135.31,-10.45,-10.48,-14.23,-,0.00,107.26亿,272.98亿,234.44亿,-,413.39亿,12.39,27.66,21.78,-,33.61,1.31亿,-,2.03亿,1.04亿,1.23亿,-2.70,137.40,135.10,0.47,0.92,283.55万,3.86亿,27.45,816.35亿,false,
77,600886,国投电力,SH,13.36,-0.15,1,上交所主板,否,A股,13.88,12.14,9.91,13.36,1069.40亿,13.36,14.39,1.55,37.90,38.09,39.20,39.19,39.09,11.25,11.45,13.71,13.69,13.57,3.42,3.41,3.36,3.36,3.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.14|2025年报,37.48|2024年报,36.08|2023年报,11.35|2025年报,11.80|2024年报,12.78|2023年报,-8.31,530.14亿|2025年报,578.19亿|2024年报,567.12亿|2023年报,504.89亿|2022年报,11.30,73.93亿|2025年报,66.43亿|2024年报,67.05亿|2023年报,40.81亿|2022年报,315.70亿|2025年报,246.57亿|2024年报,212.68亿|2023年报,59.58|2026一季报,84.12|2026一季报,电力,公用事业-电力-水力发电,公用事业-电力-水力发电,【GDR】【HS300_】【MSCI中国】【上证180_】【中特估】【大盘价值】【大盘股】【央国企改革】【富时罗素】【机构重仓】【标准普尔】【沪股通】【绿色电力】【融资融券】【证金持股】,投资建设、经营管理以电力生产为主的能源项目;开发经营新能源项目、高新技术、环保产业;开发和经营电力配套产品及信息、咨询服务,13.36,-5.65,7.93,0.46,-,-8.54,123.28亿,226.94亿,180.01亿,-,276.95亿,12.21,22.18,17.35,-,25.40,12.93亿,-,18.93亿,18.68亿,21.08亿,-0.02,13.45,13.09,0.73,1.04,5458.24万,7.23亿,12.62,995.88亿,false,
78,600009,上海机场,SH,26.07,-1.70,1,上交所主板,否,A股,33.36,40.19,49.27,26.07,648.70亿,26.07,29.82,1.50,73.79,74.94,75.61,76.16,76.65,2.92,3.65,4.60,5.01,5.65,1.96,1.92,1.90,1.89,1.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.51|2025年报,21.93|2024年报,16.51|2023年报,5.03|2025年报,4.69|2024年报,2.33|2023年报,7.90,133.46亿|2025年报,123.69亿|2024年报,110.47亿|2023年报,54.80亿|2022年报,9.45,21.17亿|2025年报,19.34亿|2024年报,9.34亿|2023年报,-29.95亿|2022年报,59.82亿|2025年报,55.31亿|2024年报,40.20亿|2023年报,36.51|2026一季报,74.54|2026一季报,航空机场,交通运输-航空机场-机场,交通运输-航空机场-机场,【HS300_】【MSCI中国】【上海自贸】【上证180_】【免税概念】【大盘成长】【大盘股】【央国企改革】【富时罗素】【标准普尔】【沪股通】【破增发价股】【融资融券】【证金持股】【长江三角】【零售概念】,为国内外航空运输企业及旅客提供地面保障服务。,26.07,-5.61,-15.69,3.41,-,1.34,67.27亿,232.73亿,277.84亿,-,228.54亿,12.05,36.95,41.76,-,34.66,8.54亿,-,7.09亿,4.57亿,4.32亿,-0.45,26.65,26.06,0.66,1.24,1343.78万,3.53亿,28.07,533.47亿,false,
79,600019,宝钢股份,SH,6.22,-2.05,1,上交所主板,否,A股,6.34,6.05,5.37,6.22,1354.85亿,6.22,13.37,0.65,59.49,61.22,61.21,61.95,62.51,9.80,11.54,11.53,12.49,13.51,3.48,3.41,3.41,3.37,3.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.24|2025年报,5.45|2024年报,6.20|2023年报,5.07|2025年报,3.65|2024年报,6.01|2023年报,-1.43,3175.08亿|2025年报,3221.16亿|2024年报,3445.00亿|2023年报,3677.78亿|2022年报,40.53,103.46亿|2025年报,73.62亿|2024年报,119.44亿|2023年报,121.87亿|2022年报,335.97亿|2025年报,277.36亿|2024年报,253.02亿|2023年报,37.83|2026一季报,29.67|2026一季报,普钢,钢铁-普钢-板材,钢铁-普钢-板材,【HS300_】【MSCI中国】【一带一路】【上证180_】【中特估】【价值股】【低碳冶金】【区块链】【参股银行】【反内卷概念】【周期股】【大盘价值】【大盘股】【央国企改革】【富时罗素】【标准普尔】【沪股通】【特斯拉概念】【破净股】【红利破净股】【红利股】【航母概念】【融资融券】【行业龙头】【证金持股】【长期破净】【长江三角】,"专注于钢铁业,同时从事与钢铁主业相关的加工配送、化工及信息科技等业务。",6.22,-2.96,-13.96,5.37,-,9.27,167.25亿,597.42亿,402.14亿,-,482.96亿,12.05,38.82,25.27,-,31.19,55.04亿,-,67.94亿,38.91亿,42.93亿,-0.13,6.36,6.22,0.55,1.16,1.20亿,7.54亿,15.23,1354.85亿,false,
80,603392,万泰生物,SH,39.56,-1.17,1,上交所主板,否,A股,60.02,77.18,-,39.56,500.19亿,39.56,-128.76,4.23,27.07,26.95,26.83,26.71,25.50,2.32,3.28,5.48,7.40,11.79,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.46,0.46,0.46,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.32|2025年报,66.20|2024年报,84.15|2023年报,-3.30|2025年报,0.85|2024年报,9.97|2023年报,-18.99,18.19亿|2025年报,22.45亿|2024年报,55.11亿|2023年报,111.85亿|2022年报,-474.89,-3.98亿|2025年报,1.06亿|2024年报,12.48亿|2023年报,47.36亿|2022年报,8975.40万|2025年报,3.55亿|2024年报,15.38亿|2023年报,12.88|2026一季报,20.03|2026一季报,生物制品,医药生物-生物制品-疫苗,医药生物-生物制品-疫苗,【HS300_】【MSCI中国】【上证180_】【体外诊断概念】【医疗器械概念】【大盘股】【富时罗素】【幽门螺杆菌概念】【沪股通】【流感】【生物疫苗】【病原体防治】【病毒防治】【破增发价股】【精准诊断】【肝炎概念】【融资融券】,体外诊断试剂、体外诊断仪器与疫苗的研发、生产及销售,39.56,-0.48,-11.55,-20.53,-,-7.30,61.44亿,94.95亿,94.24亿,-,209.36亿,11.79,17.45,14.39,-,28.21,1.82亿,-,3.57亿,2.55亿,1.66亿,-0.47,40.35,39.39,0.42,0.40,533.35万,2.13亿,-290.92,500.19亿,false,
81,600104,上汽集团,SH,12.94,-0.99,1,上交所主板,否,A股,15.04,15.47,17.86,12.94,1487.49亿,12.94,14.72,0.50,59.96,60.13,60.32,60.38,60.41,0.20,0.22,0.29,0.35,0.41,0.68,0.67,0.66,0.65,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.09|2025年报,9.38|2024年报,9.49|2023年报,3.43|2025年报,0.58|2024年报,4.98|2023年报,5.22,6461.52亿|2025年报,6140.74亿|2024年报,7261.99亿|2023年报,7209.88亿|2022年报,506.45,101.06亿|2025年报,16.66亿|2024年报,141.06亿|2023年报,161.18亿|2022年报,343.07亿|2025年报,692.68亿|2024年报,423.34亿|2023年报,61.10|2026一季报,29.39|2026一季报,乘用车,汽车-乘用车-综合乘用车,汽车-乘用车-综合乘用车,【2025年报预增】【HS300_】【MSCI中国】【一带一路】【上海自贸】【上证180_】【上证50_】【半导体概念】【华为汽车】【周期股】【固态电池】【大盘价值】【大盘股】【央国企改革】【央视50_】【富时罗素】【换电概念】【新能源车】【无人驾驶】【机构重仓】【标准普尔】【汽车整车】【沪企改革】【沪股通】【燃料电池概念】【电池技术】【破净股】【破增发价股】【融资融券】【证金持股】【超级品牌】【车联网(车路云)】【长期破净】【长江三角】,整车、零部件、移动出行和服务、金融、国际经营、创新科技等领域,12.94,-11.31,-4.14,-11.10,-,7.27,178.78亿,568.32亿,489.77亿,-,904.77亿,11.20,33.74,26.93,-,42.87,30.95亿,-,49.28亿,22.59亿,43.78亿,-0.13,13.13,12.92,0.36,1.00,4125.31万,5.37亿,12.29,1487.49亿,false,
82,601607,上海医药,SH,16.73,-0.95,1,上交所主板,否,A股,18.03,17.96,17.55,16.73,620.41亿,16.73,10.68,0.80,5.08,5.26,5.38,5.57,5.56,0.03,0.08,0.20,0.31,0.29,2.45,2.43,2.40,2.39,2.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.73|2025年报,11.13|2024年报,12.04|2023年报,7.74|2025年报,6.50|2024年报,5.56|2023年报,3.03,2835.80亿|2025年报,2752.51亿|2024年报,2602.95亿|2023年报,2319.81亿|2022年报,25.74,57.25亿|2025年报,45.53亿|2024年报,37.68亿|2023年报,56.17亿|2022年报,61.54亿|2025年报,58.27亿|2024年报,52.32亿|2023年报,61.14|2026一季报,37.24|2026一季报,医药商业,医药生物-医药商业-医药流通,医药生物-医药商业-医药流通,【AH股】【HS300_】【MSCI中国】【上证180_】【中药概念】【互联医疗】【内贸流通】【创新药】【医疗器械概念】【单抗概念】【大盘价值】【大盘股】【央国企改革】【央视50_】【富时罗素】【标准普尔】【沪企改革】【沪股通】【流感】【独家药品】【电商概念】【破净股】【精准医疗】【融资融券】【行业龙头】【长期破净】,化学原料药、化学药制剂、抗生素、生化药品、生物制品中成药、医疗器械、制药设备、化学危险物品等的生产、销售及进出口业务。,16.73,-1.88,-3.89,-0.50,-,2.06,50.24亿,128.77亿,149.66亿,-,216.06亿,10.54,26.60,29.68,-,41.47,8.28亿,-,11.57亿,6.21亿,6.06亿,-0.16,16.92,16.67,0.33,1.03,912.77万,1.53亿,10.94,466.63亿,false,
83,000166,申万宏源,SZ,4.54,-2.78,0,深交所主板,否,A股,4.76,4.56,4.49,4.54,1136.81亿,4.54,11.50,0.99,4.41,5.03,5.80,6.02,5.95,0.04,0.69,2.59,3.28,2.92,1.78,1.73,1.71,1.69,1.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.76|2025年报,5.08|2024年报,4.72|2023年报,30.29,242.56亿|2025年报,186.17亿|2024年报,215.01亿|2023年报,206.10亿|2022年报,82.46,95.07亿|2025年报,52.11亿|2024年报,46.06亿|2023年报,27.89亿|2022年报,15.24亿|2025年报,264.18亿|2024年报,692.47亿|2023年报,81.23|2026一季报,-,证券Ⅱ,非银金融-证券Ⅱ-证券Ⅲ,非银金融-证券Ⅱ-证券Ⅲ,【2025年报预增】【AH股】【HS300_】【MSCI中国】【互联网金融】【券商概念】【参股期货】【周期股】【大盘股】【央国企改革】【富时罗素】【机构重仓】【标准普尔】【深成500】【深股通】【深证100R】【破净股】【科创板做市商】【融资融券】【西部大开发】【证金持股】,企业金融、个人金融、机构服务及交易、投资管理,4.54,-2.99,-11.20,-0.57,-,7.29,108.84亿,300.70亿,289.56亿,-,384.77亿,10.25,26.24,24.04,-,31.86,54.17亿,-,71.80亿,41.78亿,44.77亿,-0.13,4.67,4.52,0.58,1.41,1.31亿,6.02亿,12.06,1023.11亿,false,-
